cell_id,city,e0,e1,e2,e3,e4,e5,e6,e7,e8,e9,e10,e11,e12,e13,e14,e15,e16,e17,e18,e19,e20,e21,e22,e23,e24,e25,e26,e27,e28,e29,e30,e31
88268cd89dfffff,Denver,-0.027899573,0.2547624,0.011350292,-0.062288236,0.1520127,0.035159696,0.07484987,0.14166161,0.13790248,-0.10162614,0.04059783,-0.03452945,-0.24037206,0.21654809,-0.17832305,-0.0064546666,-0.02696818,-0.090407915,0.07277429,0.11716826,0.049689267,-0.17506498,0.07366517,0.027793314,-0.22317813,-0.24179836,0.12236852,0.30505374,0.47233206,0.20813105,-0.34412387,-0.20787297
88268cd8a1fffff,Denver,-0.025642388,0.2312687,-0.02590168,-0.16486676,0.22122486,0.0066033113,-0.005908927,0.18333144,0.21953546,-0.12104551,-0.032136615,0.042789187,-0.26618847,0.20945938,-0.18750013,-0.04212903,0.097241715,-0.14434336,0.003687376,0.14840321,-0.0036067,-0.23857123,0.025274293,-0.012048707,-0.24002086,-0.16076112,0.12479525,0.38787216,0.30028602,0.12883113,-0.32925266,-0.20811833
88268cd8a3fffff,Denver,-0.018313214,0.22587644,-0.025405029,-0.15791926,0.23373654,-0.0025537864,0.0046535996,0.19360165,0.21419416,-0.10431217,-0.036819465,0.039362118,-0.27439326,0.20013683,-0.18350708,-0.035939317,0.078435026,-0.151264,-0.017386042,0.16803625,0.012531277,-0.23874642,0.028853292,-0.008959459,-0.2579319,-0.15710236,0.1450158,0.3885558,0.27821627,0.13107637,-0.32923967,-0.19773634
88268cd8a5fffff,Denver,-0.016128281,0.3217728,-0.015549668,-0.011144423,0.1464272,0.031277772,0.04198045,0.16655597,0.13627589,-0.06249798,0.049788468,-0.0461597,-0.28970414,0.24486965,-0.17397082,0.0019270831,-0.10184846,-0.12508944,0.03100699,0.18618068,0.08011382,-0.18876389,0.091739185,0.0036034822,-0.22146894,-0.16731334,0.13021721,0.29511985,0.4483559,0.21532947,-0.26485083,-0.178643
88268cd8a7fffff,Denver,-0.18522775,0.16451643,0.15075128,-0.113647394,-0.12324213,-0.02936734,0.19248272,-0.21996872,0.15681277,-0.036129747,0.20500189,-0.027850742,-0.244407,0.24994937,-0.12908822,-0.09412693,0.055918816,-0.009690272,0.04659269,-0.35955217,-0.22740565,0.0008964234,0.055568434,-0.22650069,0.21698563,-0.034832098,-0.0048190528,0.034199942,0.14190778,-0.394979,0.17455098,0.2969665
88268cd8a9fffff,Denver,0.048366804,0.16787276,-0.20425303,-0.11806467,0.1537474,-0.0125271315,-0.1044741,0.14882678,0.33066168,-0.015195753,-0.1105642,-0.012802075,-0.19784684,0.18669513,-0.27214065,-0.09772193,0.07370176,-0.083201,-0.0613393,0.27196917,0.0597047,-0.24325317,0.15933524,0.009515381,-0.19006856,-0.16508116,0.1411014,0.34449244,0.18495707,0.18614697,-0.25848565,-0.24791162
88268cd8abfffff,Denver,-0.013699976,0.1979921,-0.04181373,-0.11549116,0.18631698,-0.016347544,-0.01702451,0.16792758,0.22183254,-0.096587755,-0.03682418,0.03651105,-0.26845965,0.23403434,-0.20925435,-0.024832172,0.090085946,-0.090403445,0.015524132,0.14361255,-0.017984638,-0.21467151,0.03682978,-0.006129426,-0.24486442,-0.18495436,0.14691737,0.3726743,0.36678508,0.16198184,-0.31516412,-0.2233581
88268cd8adfffff,Denver,0.08403683,0.12163806,-0.025703814,0.21023658,-0.076243065,0.13029528,0.07267444,-0.07334642,-0.42581037,0.08372989,0.025256407,-0.045099396,0.20194195,-0.042067938,0.37338236,0.17685463,-0.25529325,-0.18969676,0.0896474,-0.013725483,0.12868927,0.21236679,-0.13173832,0.018339613,0.03481045,0.31196886,-0.07714707,-0.32207775,-0.114515014,-0.06690481,0.2836477,0.024229849
88268cd8b1fffff,Denver,-0.17371081,-0.054622564,0.2420941,-0.34542874,-0.1913353,-0.17533801,0.22180328,-0.1469272,0.04974009,0.1982536,0.23018013,-0.018333834,-0.07501539,0.057154775,-0.07314105,-0.06230996,0.15372646,0.020167341,-0.04432551,-0.23761816,-0.19733185,-0.14152138,0.11452139,0.101087205,0.16375147,-0.27161494,0.0028815726,0.33668947,0.068637885,-0.054898873,-0.026102232,0.38783818
88268cd8b3fffff,Denver,-0.05044797,0.19292654,0.050660238,-0.10943691,0.12669744,-0.053763427,-0.012479285,0.16657911,0.2188772,-0.18074892,0.014847473,0.013846281,-0.28404933,0.22264026,-0.24936873,-0.045739595,0.07963536,-0.013099453,0.066402584,0.083304055,-0.04590144,-0.18105794,0.00053683546,-0.06178674,-0.24353845,-0.20652902,0.10625212,0.28253594,0.4770091,0.15874335,-0.3041568,-0.16860126
88268cd8b5fffff,Denver,0.021222945,0.2117059,-0.12469818,-0.15297928,0.14995328,0.046334278,-0.07025772,0.12692267,0.27429113,-0.15815687,-0.05918819,-0.028040176,-0.15668193,0.20085868,-0.25293046,-0.08461873,0.16159372,-0.0676268,0.05281363,0.16070457,0.018799802,-0.21492043,0.077873215,-0.0006641007,-0.16241442,-0.20728058,0.046990205,0.30164242,0.34707215,0.18211685,-0.3249147,-0.3096581
88268cd8b7fffff,Denver,-0.014736573,0.21963269,0.028323404,-0.105299406,0.24565534,-0.029123424,0.08670292,0.15528794,0.14700387,-0.13500842,0.0721579,0.028666949,-0.27713865,0.26353875,-0.123659596,-0.046913102,0.05737567,-0.16459313,0.004881094,0.13590473,0.0037942121,-0.23225741,0.02700847,0.034694437,-0.2275479,-0.21030658,0.17188346,0.3421726,0.35106307,0.15846726,-0.34544817,-0.1487221
88268cd8b9fffff,Denver,0.047741283,0.19386841,-0.26279503,-0.11181855,0.061441813,0.064169206,-0.1503396,0.110435545,0.34502718,-0.056622572,-0.15536028,-0.0755582,-0.15329969,0.15819396,-0.3587743,-0.093944676,0.07704664,0.019160835,0.02935881,0.22514409,0.067374796,-0.2040812,0.1624594,-0.02076376,-0.13570487,-0.16477239,0.034587372,0.2613309,0.25925958,0.1857109,-0.20684409,-0.32756943
88268cd8bbfffff,Denver,-0.014983637,0.21185268,0.013618521,-0.07421035,0.14928207,-0.03276587,-0.0023240135,0.15236852,0.20943287,-0.14837539,0.006894969,-0.033745617,-0.29431918,0.23632178,-0.2466126,-0.024770109,0.04883131,-0.030538281,0.053909507,0.1184121,0.0030390897,-0.15826075,0.029324256,-0.011416841,-0.25728115,-0.21077347,0.095159926,0.2566754,0.48009014,0.2002382,-0.30340707,-0.19279301
88268cd8bdfffff,Denver,-0.12848818,-0.005037361,0.24180223,-0.38172066,-0.15945438,-0.19828795,0.2784155,-0.07216356,0.11099256,0.17024677,0.17640701,0.05063387,-0.037147254,0.0452928,-0.07404076,-0.080256075,0.17421433,0.044429217,-0.08312738,-0.20965564,-0.22357048,-0.15358359,0.07982496,0.003927318,0.12763554,-0.31825018,0.072111,0.35605234,-0.029220786,-0.0822515,-0.066373944,0.34169787
88268cd8c1fffff,Denver,-0.06489362,0.24559957,0.25687602,0.096468024,-0.20821683,-0.21978834,-0.13907166,0.07628084,0.1792801,-0.2412844,0.25972357,0.121255316,-0.12928195,0.14558318,0.003862919,-0.24666238,-0.09248269,-0.09736395,-0.06014587,0.008727948,-0.059406426,-0.16469778,0.016955445,-0.3559302,0.08596513,0.18017426,0.091585636,-0.07126887,0.23870523,-0.1362124,0.26562846,0.3054603
88268cd8c3fffff,Denver,-0.026678251,0.26819184,0.043376483,-0.07883875,0.13441014,-0.044594802,0.012518237,0.22401462,0.21255979,-0.08368207,-0.034399904,0.039011806,-0.29022217,0.1900048,-0.21968484,0.02490602,-0.0084670065,-0.060656328,-0.013572991,0.15792571,0.020981008,-0.18343031,0.014775536,-0.09696929,-0.27917582,-0.16868313,0.19829641,0.3394715,0.3993097,0.18574445,-0.27066934,-0.15497646
88268cd8c5fffff,Denver,-0.14675684,0.008308691,0.214103,-0.3403501,-0.20893466,-0.21222089,0.20950387,-0.15705164,0.14497647,0.23603392,0.2150759,-0.025748286,-0.032672517,0.026763078,-0.067779526,-0.082927324,0.10349623,-0.027900988,-0.13080314,-0.14697424,-0.0932851,-0.12984392,0.21031086,0.09566662,0.14544141,-0.29712895,0.05559822,0.34131494,0.055062335,-0.069197066,-0.04880235,0.39266822
88268cd8c7fffff,Denver,-0.10071573,0.1380512,0.26869237,0.16513848,-0.27392668,-0.13567995,-0.19193678,0.0015113916,0.024548141,-0.21978702,0.20017028,0.028913053,-0.055115707,0.06657914,0.012346469,-0.1284875,-0.09546496,0.0452661,0.027884398,-0.116566844,-0.11469766,0.042374536,-0.11578833,-0.26821926,0.14481409,0.28326815,-0.13878535,-0.30745557,0.23659837,-0.11982335,0.3809482,0.2661053
88268cd8c9fffff,Denver,0.110121585,0.24055521,0.14430165,0.2247414,-0.09078614,-0.02549811,-0.08766124,-0.00838902,-0.20475003,-0.042811733,0.25971454,-0.00274581,-0.038141545,0.18678458,0.29364568,-0.034491975,-0.2006387,-0.22058935,0.027420424,0.04085258,0.039064925,0.06754713,-0.055020116,-0.111577824,0.1313696,0.37829956,-0.071860954,-0.32567695,0.0069725104,-0.041003104,0.4216747,0.2073959
88268cd8cbfffff,Denver,0.097763054,-0.06830107,-0.080228634,-0.19761223,0.09472243,-0.07957984,0.21805003,0.16733368,-0.19107607,0.14532661,-0.19313605,0.19740622,0.3734338,-0.2063946,0.22742714,0.22139233,0.070972376,-0.12944762,-0.13182779,0.120142795,0.08332213,-0.03074825,-0.22559443,0.03316752,-0.16246666,-0.13596462,0.24573565,0.23570327,-0.3116332,0.05395346,-0.21046735,-0.1188046
88268cd8cdfffff,Denver,-0.17421347,0.1676855,0.36821643,0.050106008,-0.15598474,-0.2147753,-0.113948725,0.14073677,0.13733722,-0.30925936,0.23408362,0.15264933,-0.12030052,0.049589556,-0.016024942,-0.19482172,-0.0050710877,-0.059117284,-0.09031485,-0.06567994,-0.11817956,-0.14490882,-0.099294454,-0.37070203,0.065622136,0.16404212,0.086545855,-0.006955474,0.2535784,-0.14507535,0.18297492,0.31084412
88268cd8d1fffff,Denver,-0.07752472,0.08538647,0.16706051,0.15099218,-0.2613347,-0.08875148,-0.21516824,-0.05938333,-0.0069562015,-0.27561828,0.21128275,0.03613906,-0.07043571,0.13092972,0.020822456,-0.21103504,-0.038520332,0.028469997,0.11173429,-0.08288371,-0.12723635,-0.06218875,-0.10407339,-0.2341867,0.20694557,0.281786,-0.14116521,-0.30220592,0.13256852,-0.1431833,0.42544502,0.24701488
88268cd8d3fffff,Denver,0.13121974,-0.1663987,-0.07122642,-0.0767428,0.15794878,-0.058811095,0.08361848,0.11494699,-0.22392078,0.13573755,-0.26426566,0.103567764,0.30307055,-0.29994595,0.2526176,0.2337005,0.045429252,-0.12552948,-0.17765643,0.17180914,0.16714643,0.05368424,-0.22832255,0.15397748,-0.21515514,-0.010765388,0.1482607,0.07549282,-0.3906047,0.08097275,-0.1506156,-0.068384394
88268cd8d5fffff,Denver,-0.03350598,-0.1096504,0.021719085,-0.38283816,-0.025625978,-0.124005,0.2440062,0.1327975,-0.082836844,0.15258117,-0.026524773,0.23350458,0.17621925,-0.048034735,0.030699939,0.06664103,0.21044022,0.003906575,-0.023651538,0.0021314449,-0.1935056,-0.263414,-0.17960128,-0.031260204,-0.051668327,-0.26221693,0.2363973,0.4551571,-0.2565618,-0.011439422,-0.189284,0.03609128
88268cd8d7fffff,Denver,0.19302577,-0.011593928,-0.23691374,0.051636066,0.31357202,0.14970273,-0.05382674,0.27687174,-0.031298466,-0.14051832,-0.24122094,0.15015356,0.12588248,-0.0420465,0.05145871,0.08925369,-0.053510446,-0.080140255,0.094709545,0.18213513,0.08243104,0.043571666,-0.21316144,-0.07929109,-0.18231213,0.16681342,0.06181805,-0.17019898,-0.055264734,0.099266954,-0.19634749,-0.56273466
88268cd8d9fffff,Denver,0.14580305,-0.20167625,0.049644276,0.15911858,0.018176323,-0.16008544,-0.120050855,0.13682209,-0.1706984,-0.0060751187,-0.16386093,0.08271401,0.34620064,-0.3430889,0.2898421,0.10422543,-0.0156613,-0.050342493,-0.26125884,0.18635347,0.19875404,0.14136004,-0.1978719,-0.002765881,-0.11076385,0.21902323,0.08494177,-0.20153412,-0.35625833,0.04283081,0.115378246,0.036657974
88268cd8dbfffff,Denver,-0.101373866,0.09634717,0.12932627,-0.083705164,0.0637747,-0.12401859,-0.047755137,0.2304231,0.29911578,-0.21314514,-0.03316994,0.08447979,-0.15930432,0.04574469,-0.29479328,-0.06752566,0.14637452,0.079132445,-0.07357363,0.01587544,-0.079437554,-0.15595402,-0.04126751,-0.20724815,-0.21407141,-0.1648137,0.12264517,0.29728317,0.46322843,0.077306055,-0.30506867,-0.14540227
88268cd8ddfffff,Denver,-0.09965544,-0.1717825,0.14469694,-0.385568,-0.046845417,-0.19142982,0.2733473,0.02487974,0.016161727,0.19148825,0.07276986,0.07780404,0.12941277,-0.085017845,-0.055323478,0.029669717,0.21254471,0.03711278,-0.13678399,-0.10751916,-0.10644993,-0.18444294,0.010844399,0.113975,0.028218651,-0.37121886,0.14045954,0.4457087,-0.04935707,0.09808753,-0.26451188,0.16216445
88268cd8e1fffff,Denver,0.07391634,0.049657844,-0.057172757,0.17352703,-0.27544832,0.011480619,-0.26630333,-0.14012916,-0.14055252,0.04779965,0.019528914,-0.053598557,0.05169971,0.017207175,0.14127548,-0.032381307,-0.1714826,0.016883506,0.12539025,0.034735378,-0.027234787,0.14134958,-0.07787986,-0.0074687116,0.13509606,0.33942357,-0.20135792,-0.43541476,-0.16233987,-0.08720808,0.50623673,0.12479616
88268cd8e3fffff,Denver,0.01370921,0.21867016,-0.11373101,-0.115793556,0.17985551,-0.023927512,-0.06672231,0.20677708,0.29799098,-0.0482791,-0.08468259,-0.008104228,-0.22849716,0.14845072,-0.24847718,-0.069945335,0.035152815,-0.11793122,-0.09342489,0.28114396,0.086813614,-0.24198566,0.092707746,-0.028512789,-0.21995082,-0.15327403,0.17151378,0.35814723,0.21703406,0.18593076,-0.26673403,-0.2132641
88268cd8e5fffff,Denver,0.0829151,-0.02044318,-0.013473395,0.09630321,0.07931718,0.05944536,0.069676876,0.046588328,-0.49143276,0.015670732,-0.046283025,0.0736931,0.30320123,-0.07199485,0.42038,0.26237014,-0.04197548,-0.17799349,0.0635132,0.025541995,0.08261318,0.2406819,-0.31521785,0.056320224,-0.013673471,0.23475169,0.009029479,-0.2002882,-0.20375331,-0.0069298074,0.14771803,-0.10055722
88268cd8e7fffff,Denver,-0.10212644,0.23762003,0.05949035,-0.10365449,0.13878155,-0.033963595,0.038315322,0.20660985,0.18807535,-0.11729433,0.015382067,0.039419234,-0.27150986,0.20151068,-0.22256282,6.850109e-05,0.00516418,-0.052043974,0.031429686,0.087231025,-0.05315893,-0.19685858,-0.034138564,-0.08767079,-0.23692782,-0.18521869,0.13558471,0.34430283,0.44891724,0.13838746,-0.32036844,-0.16440672
88268cd8e9fffff,Denver,0.022007206,0.097134784,0.0474718,0.15543592,-0.29394305,-0.023405312,-0.25897017,-0.085562624,-0.11752304,-0.053593308,0.09062556,-0.008184512,0.01306664,0.067207865,0.12329507,-0.07634565,-0.15613522,0.011295984,0.14818741,-0.018675687,-0.086167276,0.08547702,-0.12955317,-0.09998343,0.15779318,0.35507667,-0.20101371,-0.4060817,-0.039722722,-0.111753255,0.5136117,0.17079592
88268cd8ebfffff,Denver,-0.04733726,-0.031846426,0.090265855,-0.42246625,-0.11652652,-0.17951252,0.2677336,0.060163237,0.02698301,0.19490129,0.06283105,0.19997102,0.100333706,0.023006698,-0.0078079714,-0.010076855,0.19671082,0.027062839,-0.042422216,-0.051102724,-0.24054515,-0.26186857,-0.05660474,-0.04972647,0.016154708,-0.29995093,0.20347358,0.44382545,-0.20911855,-0.062330693,-0.1141513,0.17433593
88268cd8edfffff,Denver,0.023721475,0.24723202,-0.1432415,-0.06240783,0.14312975,0.027763885,-0.02836561,0.16862783,0.24516416,-0.022784976,-0.07037329,-0.035711464,-0.23151596,0.19532774,-0.26116914,-0.028854262,-0.022869542,-0.09364935,-0.04125481,0.23004912,0.090544425,-0.21417627,0.13075498,0.022716729,-0.20424151,-0.17761122,0.14094171,0.33826888,0.32982215,0.23652565,-0.2571308,-0.24852078
88268cd993fffff,Denver,-0.110033914,0.09021562,0.102634735,-0.08430713,0.05478852,-0.0786339,-0.06571927,0.22436899,0.29738924,-0.23836902,-0.093006276,0.04783754,-0.20399675,0.01010639,-0.3502632,-0.033435535,0.138311,0.14720407,-0.025342276,0.0035413646,-0.054422997,-0.10997862,-0.06718866,-0.18474457,-0.22713299,-0.17439467,0.06819013,0.24554795,0.48453194,0.10229549,-0.25239068,-0.15971795
88268cd99bfffff,Denver,-0.10786368,0.09080552,0.07291141,-0.11599157,0.046835903,-0.06656851,-0.07233387,0.19695723,0.30891877,-0.2342123,-0.09740336,0.038323134,-0.18763702,0.027944649,-0.36299497,-0.045949575,0.1618972,0.15146999,-0.006531277,0.0072579985,-0.05893836,-0.11486752,-0.05227224,-0.16894417,-0.20971486,-0.193266,0.04245073,0.2476175,0.47274765,0.10537852,-0.26302832,-0.18486063
88268cd9d1fffff,Denver,-0.109092094,0.08794199,0.107256554,-0.08460725,0.06431889,-0.080038935,-0.06923457,0.22338007,0.29662126,-0.24486655,-0.08484269,0.048592426,-0.21256275,0.016593333,-0.34607762,-0.041816935,0.14492226,0.14277698,-0.027599342,0.004755111,-0.05920574,-0.11746367,-0.06772544,-0.17451024,-0.22839408,-0.16914712,0.062065292,0.24544941,0.4825019,0.099807,-0.25499713,-0.15750149
88268cd9d3fffff,Denver,-0.10446681,0.08271221,0.07706926,-0.10347128,0.062098935,-0.06932121,-0.07725194,0.20143642,0.31618753,-0.23923765,-0.09439639,0.034771543,-0.19632903,0.021689773,-0.36196107,-0.055707995,0.16407523,0.14688009,-0.027581135,0.01206244,-0.054812167,-0.12178236,-0.044939008,-0.1564876,-0.2121436,-0.18493488,0.04244889,0.24809843,0.46719795,0.10673611,-0.26645294,-0.18155234
88268cd9dbfffff,Denver,-0.16289218,-0.13586755,0.25113115,-0.3426518,-0.100812726,-0.22036304,0.1544616,-0.103952765,0.14005895,0.13174991,0.19022036,-0.038429186,-0.10169546,-0.034185626,-0.13029656,-0.13191795,0.21251808,0.02363983,-0.1305116,-0.14053227,-0.13063547,-0.19885972,0.08364179,0.09661796,0.116082884,-0.31794003,0.057916146,0.37263006,0.00956794,-0.024220124,-0.12282315,0.36419326
88268cda01fffff,Denver,-0.12147025,0.20889741,0.07496638,-0.0631111,0.09551775,-0.06072313,0.0059330934,0.2136047,0.21638146,-0.13890564,-0.037792016,0.02801473,-0.25030625,0.13398741,-0.28282872,0.03214485,0.014907686,0.025221255,-0.0047061,0.08637878,-0.023038128,-0.13213359,-0.0478874,-0.14130871,-0.25669256,-0.19283372,0.14046712,0.30624148,0.48020715,0.16164033,-0.30502808,-0.16916889
88268cda03fffff,Denver,-0.0794026,0.15774158,0.20571989,0.22306986,-0.27905554,-0.11245793,-0.18850209,-0.019656211,-0.034161106,-0.18096739,0.25442448,0.02611484,-0.04861058,0.12909923,0.07438123,-0.13180931,-0.20168005,-0.02850371,0.073832475,-0.068749934,-0.05503206,0.0024312572,-0.03487853,-0.23767737,0.16457686,0.30486155,-0.08848753,-0.28239712,0.21842317,-0.1288535,0.40358302,0.24864812
88268cda05fffff,Denver,-0.00461189,-0.22834446,-0.019843148,-0.31344122,0.07213471,-0.15248442,0.1481554,0.08960984,-0.009953492,0.23178016,-0.08927704,0.10260831,0.17601745,-0.20213795,0.0025620824,0.07531449,0.13761419,-0.00679497,-0.16240013,0.14328367,0.035183523,-0.18086337,-0.04917215,0.15534645,-0.12567803,-0.3104055,0.23088479,0.41570693,-0.27416384,0.10376578,-0.3004117,-0.009391905
88268cda07fffff,Denver,-0.09611198,0.24837671,0.07655563,-0.05683484,0.1479649,-0.07381849,0.024337852,0.22276685,0.20556071,-0.107858576,0.016697528,0.044669613,-0.26882333,0.19480845,-0.2177897,0.0072603417,-0.020401971,-0.053959955,-0.033208147,0.11433593,-0.028135577,-0.1740643,-0.018281475,-0.093079455,-0.24765098,-0.17892213,0.14961956,0.34352726,0.43520427,0.15247181,-0.32037655,-0.1480949
88268cda09fffff,Denver,-0.013573128,0.14422993,-0.23652023,0.1405916,0.16973647,0.17391334,0.06580446,-0.17804946,0.11399096,-0.1408782,-0.1015955,0.052332744,-0.13109073,0.20995605,-0.03811419,0.091329865,-0.093970366,-0.098106414,0.078772925,-0.19948536,0.025147518,0.22275183,-0.026240837,-0.30227676,0.027102306,0.2659836,0.06304776,-0.34475252,0.05756157,-0.48692197,0.13196255,-0.179887
88268cda0bfffff,Denver,-0.113082714,-0.026063237,0.12638372,-0.39934567,-0.19394289,-0.18947315,0.2844892,-0.08125455,0.107756175,0.2396303,0.1827255,0.060138833,0.10806263,0.02611753,-0.069213666,-0.0388202,0.12930445,0.015874138,-0.09514719,-0.11433682,-0.103889614,-0.1955263,0.15769653,0.03838585,0.116389476,-0.36975753,0.14249511,0.4093799,0.031012937,-0.0076851062,-0.14905155,0.22242366
88268cda0dfffff,Denver,-0.026362928,0.24690986,-0.051711556,-0.10597111,0.17521141,0.033438765,0.058633555,0.15034668,0.18890263,-0.10476825,0.016395202,-0.0041953046,-0.26850703,0.26045227,-0.20587306,-0.037729543,-0.021031681,-0.08944039,0.08336384,0.11206337,0.00923726,-0.20067725,0.11120925,0.0020367007,-0.20965727,-0.21977809,0.114570685,0.32595003,0.40207157,0.15469314,-0.32887006,-0.22324495
88268cda11fffff,Denver,-0.15924953,0.17908454,0.2981797,0.11718132,-0.20936133,-0.22830272,-0.15544792,0.08474179,0.18273003,-0.26576054,0.23338732,0.12578918,-0.07473282,0.021741834,-0.031542454,-0.21142898,-0.055939794,-0.048948117,-0.12363924,-0.014130773,-0.04777176,-0.0986349,-0.04163606,-0.40375322,0.09887996,0.18418482,0.076010376,-0.08017203,0.25478163,-0.15404637,0.23018919,0.3020758
88268cda13fffff,Denver,-0.20576416,0.09564911,0.3256403,-0.0012810976,-0.0067806123,-0.22317578,-0.04937979,0.1805685,0.2093034,-0.33849835,0.2010464,0.21189941,-0.08316316,-0.061994545,-0.053987544,-0.22443259,0.079078466,-0.09021152,-0.20520908,-0.0024702617,-0.018121833,-0.19783121,-0.071388215,-0.4132035,0.018986922,0.049921013,0.20672324,0.13988885,0.22796981,-0.1193965,-0.02874449,0.21401593
88268cda15fffff,Denver,-0.064150944,0.21173659,0.0020403536,-0.020774614,0.076261476,-0.09917324,-0.04347533,0.21205352,0.3244871,-0.079215854,-0.04688962,-0.0042806845,-0.21863446,0.10963832,-0.30220643,-0.03427693,-0.03157538,0.018772895,-0.10039553,0.1959456,0.055550907,-0.1576818,0.06910792,-0.12278802,-0.23049101,-0.20450476,0.17378123,0.30414343,0.40398103,0.18684061,-0.28028086,-0.17336383
88268cda17fffff,Denver,-0.07461781,-0.11367779,0.091180675,-0.3843372,-0.11940574,-0.19700925,0.21361707,-0.038024623,0.06252844,0.30441064,0.117483005,0.07771922,0.13339794,-0.08021394,-0.0076232865,0.00140987,0.12539504,-0.050887458,-0.16834947,0.0059377113,-0.019001164,-0.22143525,0.1453867,0.13719049,0.018599771,-0.3236054,0.19224606,0.45693257,-0.09588256,0.042220715,-0.20359342,0.21293782
88268cda19fffff,Denver,-0.2231353,0.1433355,0.3525558,0.08081411,-0.05529047,-0.18989432,-0.08062397,0.19898616,0.16600643,-0.36577436,0.17897579,0.14361386,-0.1540381,-0.014338706,-0.11776216,-0.17706908,0.010083776,-0.03303284,-0.15391912,-0.05163931,-0.089495815,-0.15466276,-0.1313157,-0.39619926,0.001040418,0.11113831,0.09678802,0.061240543,0.3338352,-0.10167159,0.049946055,0.21683745
88268cda1bfffff,Denver,-0.08948852,0.23886558,0.04351788,-0.051240087,0.13029145,-0.02389261,0.03530759,0.20393297,0.1843451,-0.10592285,-0.016582297,0.0014013851,-0.26065758,0.16252846,-0.24431077,0.04076955,-0.02815296,-0.031185504,0.002552249,0.13485669,0.039128605,-0.14368789,-0.007549861,-0.09396764,-0.25383365,-0.19890875,0.16621894,0.30830997,0.46567357,0.20757005,-0.3095542,-0.18810374
88268cda1dfffff,Denver,-0.17754216,0.16163395,0.36494222,0.102056794,-0.1742718,-0.21799992,-0.119126424,0.1054963,0.14325882,-0.30313605,0.24206972,0.13167727,-0.080387935,0.005633285,-0.02194157,-0.18918255,-0.02687272,-0.04765595,-0.13610435,-0.07365413,-0.0600295,-0.09539637,-0.07833916,-0.38606983,0.09953908,0.17101108,0.06916722,-0.060578417,0.27621943,-0.1229903,0.18652736,0.30946162
88268cda21fffff,Denver,-0.121430986,0.15211554,0.09153994,-0.06838402,0.00926292,-0.037266094,-0.016666343,0.20781995,0.22533384,-0.20449069,-0.060948372,0.0098425355,-0.181707,0.030183064,-0.3313316,0.010854694,0.051199887,0.14075093,0.04402378,0.0040205843,-0.010209392,-0.084945135,-0.038443726,-0.1821836,-0.21461922,-0.20910075,0.065082215,0.23213935,0.5724646,0.14501362,-0.25816733,-0.1849557
88268cda23fffff,Denver,-0.091746524,0.08411099,0.21882056,0.15982535,-0.24185707,-0.1371164,-0.17417602,-0.06766209,-0.0054009375,-0.21915117,0.2973182,0.037100323,-0.03161156,0.1054478,0.10307499,-0.22104786,-0.08322076,-0.05224691,0.046452455,-0.08753379,-0.0638019,-0.019768877,-0.019693749,-0.2331313,0.2196306,0.2905726,-0.075461596,-0.29438558,0.12809151,-0.16711396,0.3808742,0.31037393
88268cda27fffff,Denver,-0.10986095,0.09431282,0.10821069,-0.079455025,0.057546075,-0.080388,-0.0593631,0.23289602,0.29166958,-0.23923792,-0.09252024,0.052326754,-0.2054622,0.007624229,-0.3438358,-0.02786275,0.13074517,0.14134786,-0.025491739,0.0025703143,-0.05309093,-0.10940651,-0.071113765,-0.19342396,-0.2329532,-0.17155789,0.07905345,0.24835224,0.4853279,0.09783582,-0.2517516,-0.15325963
88268cda29fffff,Denver,0.087530464,-0.22932403,-0.11832013,0.03891147,0.15880708,-0.0070741563,-0.015964601,0.0781227,-0.33021486,0.11315371,-0.20484787,0.072485246,0.2708938,-0.2629891,0.29177514,0.22149433,-0.0310374,-0.09512133,-0.08142081,0.18054977,0.14823167,0.15065634,-0.25926006,0.15348826,-0.14502947,0.12039731,0.09395672,-0.0670552,-0.43502071,0.024544483,0.0036373904,-0.15300451
88268cda2bfffff,Denver,0.1147729,0.059366193,-0.061554756,0.095893025,-0.009114815,0.02532987,0.061407086,0.03576726,-0.38975707,0.07270468,-0.07494562,0.13760726,0.25888953,-0.044935238,0.39821607,0.22092721,-0.15940364,-0.16084103,0.054351393,0.027317021,0.032770563,0.20722832,-0.30191624,-0.05822476,-0.056502856,0.28733063,0.023328591,-0.24057332,-0.27830023,-0.13182558,0.2609542,-0.07568776
88268cda31fffff,Denver,-0.07148308,0.2180319,0.034796845,-0.105733156,0.14295381,-0.057030622,-0.0056550517,0.21488473,0.24886286,-0.13917474,-0.015134608,0.05049437,-0.26682243,0.17147702,-0.23968093,-0.03439032,0.058680713,-0.052912306,-0.014392005,0.120884016,-0.02873068,-0.20888767,-0.016925726,-0.099889316,-0.2333636,-0.18258645,0.16560262,0.35114488,0.41009253,0.14395298,-0.29751408,-0.17330162
88268cda33fffff,Denver,-0.22056605,0.16859455,0.3185128,0.052384097,-0.10549683,-0.1842814,-0.12164116,0.14569563,0.14277647,-0.34646854,0.2264185,0.17028147,-0.13483424,0.030200163,-0.060894866,-0.20368578,0.0017266494,-0.074055895,-0.09191248,-0.035878032,-0.09050856,-0.17431858,-0.12367815,-0.40350193,0.0653471,0.14765401,0.095589764,0.037171576,0.30065733,-0.14355543,0.13108888,0.23654664
