report_id,operator,engaged,incident_month,municipality,state,metro,version,severity
30270-12011,Waymo LLC,True,2025-10-01,Mountain View,CA,San Francisco,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-12007,Waymo LLC,True,2025-10-01,Los Angeles,CA,Los Angeles,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11998,Waymo LLC,True,2025-10-01,San Francisco,CA,San Francisco,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11996,Waymo LLC,True,2025-10-01,Austin,TX,Austin,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11997,Waymo LLC,True,2025-10-01,San Francisco,CA,San Francisco,"5th Generation ADS, Version 10",Unknown
30270-11994,Waymo LLC,True,2025-10-01,Phoenix,AZ,Phoenix,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11995,Waymo LLC,True,2025-10-01,San Francisco,CA,San Francisco,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11992,Waymo LLC,True,2025-10-01,Austin,TX,Austin,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11987,Waymo LLC,True,2025-10-01,Phoenix,AZ,Phoenix,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11962,Waymo LLC,True,2025-10-01,Mountain View,CA,San Francisco,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11936,Waymo LLC,True,2025-10-01,San Mateo,CA,San Francisco,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11951,Waymo LLC,True,2025-10-01,Los Angeles,CA,Los Angeles,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11940,Waymo LLC,True,2025-10-01,Burlingame,CA,San Francisco,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11930,Waymo LLC,True,2025-10-01,Phoenix,AZ,Phoenix,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11931,Waymo LLC,True,2025-10-01,San Francisco,CA,San Francisco,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11929,Waymo LLC,True,2025-10-01,Phoenix,AZ,Phoenix,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11926,Waymo LLC,True,2025-10-01,South San Francisco,CA,San Francisco,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11908,Waymo LLC,True,2025-10-01,Tempe,AZ,Phoenix,"5th Generation ADS, Version 10",Minor W/O Hospitalization
30270-11925,Waymo LLC,True,2025-10-01,Los Angeles,CA,Los Angeles,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-12012,Waymo LLC,True,2025-10-01,Phoenix,AZ,Phoenix,"5th Generation ADS, Version 10",Minor W/O Hospitalization
30270-12013,Waymo LLC,True,2025-10-01,San Francisco,CA,San Francisco,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-12050,Waymo LLC,True,2025-10-01,San Francisco,CA,San Francisco,"5th Generation ADS, Version 10",Minor W/ Hospitalization
30270-13060,Waymo LLC,True,2025-11-01,Austin,TX,Austin,"5th Generation ADS, Version 10",Minor W/ Hospitalization
30270-13062,Waymo LLC,True,2025-11-01,San Francisco,CA,San Francisco,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-13080,Waymo LLC,True,2025-11-01,San Francisco,CA,San Francisco,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-13055,Waymo LLC,True,2025-11-01,South San Francisco,CA,San Francisco,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-13054,Waymo LLC,True,2025-11-01,San Francisco,CA,San Francisco,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-13058,Waymo LLC,True,2025-11-01,Phoenix,AZ,Phoenix,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-13024,Waymo LLC,True,2025-11-01,Phoenix,AZ,Phoenix,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-12054,Waymo LLC,True,2025-11-01,Los Angeles,CA,Los Angeles,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-12055,Waymo LLC,True,2025-11-01,Los Angeles,CA,Los Angeles,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-13023,Waymo LLC,True,2025-11-01,San Francisco,CA,San Francisco,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-12061,Waymo LLC,True,2025-11-01,San Francisco,CA,San Francisco,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11924,Waymo LLC,True,2025-10-01,San Francisco,CA,San Francisco,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-12048,Waymo LLC,True,2025-11-01,Austin,TX,Austin,"5th Generation ADS, Version 10",Minor W/O Hospitalization
30270-12051,Waymo LLC,True,2025-11-01,Scottsdale,AZ,Phoenix,"5th Generation ADS, Version 10",Minor W/ Hospitalization
30270-12060,Waymo LLC,True,2025-11-01,San Francisco,CA,San Francisco,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-12047,Waymo LLC,True,2025-11-01,Los Angeles,CA,Los Angeles,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-12049,Waymo LLC,True,2025-11-01,South San Francisco,CA,San Francisco,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-12059,Waymo LLC,True,2025-10-01,Los Angeles,CA,Los Angeles,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-12052,Waymo LLC,True,2025-10-01,Scottsdale,AZ,Phoenix,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-12053,Waymo LLC,True,2025-10-01,Phoenix,AZ,Phoenix,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-12045,Waymo LLC,True,2025-10-01,San Francisco,CA,San Francisco,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-12044,Waymo LLC,True,2025-10-01,Tempe,AZ,Phoenix,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-12018,Waymo LLC,True,2025-10-01,San Francisco,CA,San Francisco,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-12035,Waymo LLC,True,2025-10-01,Tempe,AZ,Phoenix,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-12056,Waymo LLC,True,2025-11-01,Los Angeles,CA,Los Angeles,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11904,Waymo LLC,True,2025-10-01,San Francisco,CA,San Francisco,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11905,Waymo LLC,True,2025-10-01,Phoenix,AZ,Phoenix,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11892,Waymo LLC,True,2025-10-01,Austin,TX,Austin,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11695,Waymo LLC,True,2025-09-01,San Francisco,CA,San Francisco,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11692,Waymo LLC,True,2025-09-01,Austin,TX,Austin,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11839,Waymo LLC,True,2025-09-01,San Francisco,CA,San Francisco,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11884,Waymo LLC,True,2025-10-01,Los Angeles,CA,Los Angeles,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11874,Waymo LLC,True,2025-10-01,Los Angeles,CA,Los Angeles,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11883,Waymo LLC,True,2025-10-01,San Francisco,CA,San Francisco,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11864,Waymo LLC,True,2025-10-01,Santa Monica,CA,Los Angeles,"5th Generation ADS, Version 10",Minor W/O Hospitalization
30270-11861,Waymo LLC,True,2025-10-01,San Francisco,CA,San Francisco,"5th Generation ADS, Version 10",Minor W/ Hospitalization
30270-11701,Waymo LLC,True,2025-09-01,Los Angeles,CA,Los Angeles,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11859,Waymo LLC,True,2025-10-01,Phoenix,AZ,Phoenix,"5th Generation ADS, Version 10",No Injured Reported
30270-11860,Waymo LLC,True,2025-10-01,Los Angeles,CA,Los Angeles,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11863,Waymo LLC,True,2025-10-01,Scottsdale,AZ,Phoenix,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11855,Waymo LLC,True,2025-10-01,San Francisco,CA,San Francisco,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11838,Waymo LLC,True,2025-10-01,Phoenix,AZ,Phoenix,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11841,Waymo LLC,True,2025-10-01,Atlanta,GA,,"5th Generation ADS, Version 10",Moderate W/ Hospitalization
30270-11837,Waymo LLC,True,2025-10-01,Los Angeles,CA,Los Angeles,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11842,Waymo LLC,True,2025-10-01,San Francisco,CA,San Francisco,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11836,Waymo LLC,True,2025-10-01,Phoenix,AZ,Phoenix,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11858,Waymo LLC,True,2025-10-01,San Francisco,CA,San Francisco,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-13063,Waymo LLC,True,2025-11-01,Los Angeles,CA,Los Angeles,"5th Generation ADS, Version 10",Minor W/O Hospitalization
30270-11698,Waymo LLC,True,2025-09-01,Austin,TX,Austin,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11716,Waymo LLC,True,2025-09-01,Santa Monica,CA,Los Angeles,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11888,Waymo LLC,True,2025-10-01,Redwood City,CA,San Francisco,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11850,Waymo LLC,True,2025-09-01,Austin,TX,Austin,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11765,Waymo LLC,True,2025-08-01,San Francisco,CA,San Francisco,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11853,Waymo LLC,True,2025-09-01,San Francisco,CA,San Francisco,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11761,Waymo LLC,True,2025-09-01,San Francisco,CA,San Francisco,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11840,Waymo LLC,True,2025-09-01,Austin,TX,Austin,"5th Generation ADS, Version 10",Unknown
30270-11759,Waymo LLC,True,2025-09-01,Austin,TX,Austin,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11718,Waymo LLC,True,2025-09-01,Los Angeles,CA,Los Angeles,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11717,Waymo LLC,True,2025-09-01,Los Angeles,CA,Los Angeles,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11702,Waymo LLC,True,2025-09-01,San Francisco,CA,San Francisco,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11715,Waymo LLC,True,2025-09-01,Phoenix,AZ,Phoenix,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11769,Waymo LLC,True,2025-09-01,West Hollywood,CA,Los Angeles,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11831,Waymo LLC,True,2025-09-01,Tempe,AZ,Phoenix,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11886,Waymo LLC,True,2025-10-01,Tempe,AZ,Phoenix,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11795,Waymo LLC,True,2025-09-01,Daly City,CA,San Francisco,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11790,Waymo LLC,True,2025-09-01,San Francisco,CA,San Francisco,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11768,Waymo LLC,True,2025-09-01,Santa Monica,CA,Los Angeles,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11851,Waymo LLC,True,2025-09-01,South San Francisco,CA,San Francisco,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11852,Waymo LLC,True,2025-09-01,San Francisco,CA,San Francisco,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11805,Waymo LLC,True,2025-09-01,Austin,TX,Austin,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11763,Waymo LLC,True,2025-09-01,San Francisco,CA,San Francisco,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11724,Waymo LLC,True,2025-09-01,Inglewood,CA,Los Angeles,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-13064,Waymo LLC,True,2025-11-01,Los Angeles,CA,Los Angeles,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-13081,Waymo LLC,True,2025-11-01,Austin,TX,Austin,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-13300,Waymo LLC,True,2025-12-01,San Francisco,CA,San Francisco,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-13287,Waymo LLC,True,2025-12-01,Austin,TX,Austin,"5th Generation ADS, Version 10",Minor W/O Hospitalization
30270-13278,Waymo LLC,True,2025-12-01,Phoenix,AZ,Phoenix,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-13277,Waymo LLC,True,2025-12-01,Atlanta,GA,,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-13267,Waymo LLC,True,2025-12-01,Austin,TX,Austin,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-13246,Waymo LLC,True,2025-11-01,Scottsdale,AZ,Phoenix,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-13244,Waymo LLC,True,2025-11-01,Los Angeles,CA,Los Angeles,"5th Generation ADS, Version 10",Minor W/O Hospitalization
30270-13243,Waymo LLC,True,2025-11-01,West Hollywood,CA,Los Angeles,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-13242,Waymo LLC,True,2025-11-01,San Francisco,CA,San Francisco,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-13241,Waymo LLC,True,2025-11-01,Tempe,AZ,Phoenix,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-13240,Waymo LLC,True,2025-11-01,Los Angeles,CA,Los Angeles,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-13239,Waymo LLC,True,2025-11-01,San Francisco,CA,San Francisco,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-13202,Waymo LLC,True,2025-11-01,Phoenix,AZ,Phoenix,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-13194,Waymo LLC,True,2025-11-01,Scottsdale,AZ,Phoenix,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-13197,Waymo LLC,True,2025-11-01,Los Angeles,CA,Los Angeles,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-13193,Waymo LLC,True,2025-11-01,Culver City,CA,Los Angeles,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-13192,Waymo LLC,True,2025-11-01,Tempe,AZ,Phoenix,"5th Generation ADS, Version 10",Minor W/ Hospitalization
30270-13190,Waymo LLC,True,2025-11-01,Tempe,AZ,Phoenix,"5th Generation ADS, Version 10",Minor W/O Hospitalization
30270-13198,Waymo LLC,True,2025-11-01,San Francisco,CA,San Francisco,"5th Generation ADS, Version 10",Unknown
30270-13167,Waymo LLC,True,2025-11-01,Los Angeles,CA,Los Angeles,"5th Generation ADS, Version 10",Unknown
30270-13161,Waymo LLC,True,2025-11-01,Scottsdale,AZ,Phoenix,"5th Generation ADS, Version 10",Moderate W/ Hospitalization
30270-13274,Waymo LLC,True,2025-11-01,San Francisco,CA,San Francisco,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-13247,Waymo LLC,True,2025-11-01,Atlanta,GA,,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-13204,Waymo LLC,True,2025-11-01,Los Angeles,CA,Los Angeles,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-13135,Waymo LLC,True,2025-11-01,Phoenix,AZ,Phoenix,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-13199,Waymo LLC,True,2025-11-01,West Hollywood,CA,Los Angeles,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-13312,Waymo LLC,True,2025-11-01,San Francisco,CA,San Francisco,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-13311,Waymo LLC,True,2025-12-01,Marina del Rey,CA,Los Angeles,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-13201,Waymo LLC,True,2025-11-01,San Francisco,CA,San Francisco,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-13102,Waymo LLC,True,2025-11-01,Los Angeles,CA,Los Angeles,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-13095,Waymo LLC,True,2025-11-01,Austin,TX,Austin,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-13148,Waymo LLC,True,2025-11-01,Atlanta,GA,,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-13238,Waymo LLC,True,2025-11-01,San Francisco,CA,San Francisco,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-13066,Waymo LLC,True,2025-11-01,San Francisco,CA,San Francisco,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-13082,Waymo LLC,True,2025-11-01,San Francisco,CA,San Francisco,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-13084,Waymo LLC,True,2025-11-01,Phoenix,AZ,Phoenix,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-13099,Waymo LLC,True,2025-11-01,Los Angeles,CA,Los Angeles,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-13325,Waymo LLC,True,2025-12-01,San Francisco,CA,San Francisco,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-13326,Waymo LLC,True,2025-12-01,Atlanta,GA,,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-13324,Waymo LLC,True,2025-12-01,San Francisco,CA,San Francisco,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-13320,Waymo LLC,True,2025-12-01,San Francisco,CA,San Francisco,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-13301,Waymo LLC,True,2025-12-01,Los Angeles,CA,Los Angeles,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-13303,Waymo LLC,True,2025-12-01,Tempe,AZ,Phoenix,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-13302,Waymo LLC,True,2025-12-01,Los Angeles,CA,Los Angeles,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-13085,Waymo LLC,True,2025-11-01,Tempe,AZ,Phoenix,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-13159,Waymo LLC,True,2025-11-01,San Francisco,CA,San Francisco,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-13160,Waymo LLC,True,2025-11-01,Austin,TX,Austin,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-13137,Waymo LLC,True,2025-11-01,San Francisco,CA,San Francisco,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11954,Waymo LLC,True,2025-10-01,Austin,TX,Austin,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11932,Waymo LLC,True,2025-10-01,Austin,TX,Austin,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-13053,Waymo LLC,True,2025-10-01,Los Angeles,CA,Los Angeles,"5th Generation ADS, Version 10",Minor W/O Hospitalization
30270-11956,Waymo LLC,True,2025-10-01,San Francisco,CA,San Francisco,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11953,Waymo LLC,True,2025-10-01,Los Angeles,CA,Los Angeles,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-12019,Waymo LLC,True,2025-10-01,Austin,TX,Austin,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-12046,Waymo LLC,True,2025-10-01,Daly City,CA,San Francisco,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-12000,Waymo LLC,True,2025-10-01,Phoenix,AZ,Phoenix,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11960,Waymo LLC,True,2025-10-01,Phoenix,AZ,Phoenix,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11988,Waymo LLC,True,2025-10-01,San Francisco,CA,San Francisco,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11999,Waymo LLC,True,2025-10-01,San Francisco,CA,San Francisco,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11928,Waymo LLC,True,2025-10-01,San Francisco,CA,San Francisco,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11958,Waymo LLC,True,2025-10-01,Austin,TX,Austin,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11906,Waymo LLC,True,2025-10-01,Mountain View,CA,San Francisco,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11882,Waymo LLC,True,2025-10-01,Los Angeles,CA,Los Angeles,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-13089,Waymo LLC,True,2025-11-01,San Francisco,CA,San Francisco,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-13067,Waymo LLC,True,2025-11-01,Culver City,CA,Los Angeles,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-13065,Waymo LLC,True,2025-11-01,San Francisco,CA,San Francisco,"5th Generation ADS, Version 10",Minor W/ Hospitalization
30270-13079,Waymo LLC,True,2025-11-01,Los Angeles,CA,Los Angeles,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-13025,Waymo LLC,True,2025-10-01,Los Angeles,CA,Los Angeles,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-13068,Waymo LLC,True,2025-11-01,Los Angeles,CA,Los Angeles,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11907,Waymo LLC,True,2025-10-01,Santa Monica,CA,Los Angeles,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11957,Waymo LLC,True,2025-10-01,Austin,TX,Austin,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-13133,Waymo LLC,True,2025-11-01,San Francisco,CA,San Francisco,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-13144,Waymo LLC,True,2025-11-01,Phoenix,AZ,Phoenix,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-13130,Waymo LLC,True,2025-11-01,Los Angeles,CA,Los Angeles,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-13128,Waymo LLC,True,2025-11-01,San Francisco,CA,San Francisco,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-13127,Waymo LLC,True,2025-11-01,Phoenix,AZ,Phoenix,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-13126,Waymo LLC,True,2025-11-01,Los Angeles,CA,Los Angeles,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-13100,Waymo LLC,True,2025-11-01,Mountain View,CA,San Francisco,"5th Generation ADS, Version 10",Minor W/O Hospitalization
30270-11887,Waymo LLC,True,2025-10-01,Tempe,AZ,Phoenix,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11955,Waymo LLC,True,2025-10-01,San Francisco,CA,San Francisco,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11933,Waymo LLC,True,2025-10-01,Phoenix,AZ,Phoenix,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-13092,Waymo LLC,True,2025-11-01,Phoenix,AZ,Phoenix,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-13093,Waymo LLC,True,2025-11-01,Dallas,TX,,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-13096,Waymo LLC,True,2025-11-01,Los Angeles,CA,Los Angeles,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-12070,Waymo LLC,True,2025-10-01,San Francisco,CA,San Francisco,"5th Generation ADS, Version 10",No Injured Reported
30270-13026,Waymo LLC,True,2025-10-01,Washington,DC,,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-13028,Waymo LLC,True,2025-10-01,Atlanta,GA,,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-12063,Waymo LLC,True,2025-10-01,San Francisco,CA,San Francisco,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-12062,Waymo LLC,True,2025-10-01,San Francisco,CA,San Francisco,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-12042,Waymo LLC,True,2025-10-01,San Francisco,CA,San Francisco,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-12008,Waymo LLC,True,2025-10-01,San Francisco,CA,San Francisco,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11949,Waymo LLC,True,2025-10-01,San Francisco,CA,San Francisco,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11865,Waymo LLC,True,2025-10-01,Los Angeles,CA,Los Angeles,"5th Generation ADS, Version 10",No Injured Reported
30270-13206,Waymo LLC,True,2025-11-01,San Francisco,CA,San Francisco,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11806,Waymo LLC,True,2025-09-01,Atlanta,GA,,"5th Generation ADS, Version 10",Minor W/ Hospitalization
30270-11400,Waymo LLC,True,2025-07-01,San Francisco,CA,San Francisco,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11383,Waymo LLC,True,2025-07-01,Atlanta,GA,,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11384,Waymo LLC,True,2025-07-01,Los Angeles,CA,Los Angeles,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11378,Waymo LLC,True,2025-07-01,San Francisco,CA,San Francisco,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11373,Waymo LLC,True,2025-07-01,San Francisco,CA,San Francisco,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11372,Waymo LLC,True,2025-07-01,Inglewood,CA,Los Angeles,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11370,Waymo LLC,True,2025-07-01,Scottsdale,AZ,Phoenix,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11330,Waymo LLC,True,2025-07-01,Austin,TX,Austin,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11329,Waymo LLC,True,2025-07-01,San Francisco,CA,San Francisco,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11323,Waymo LLC,True,2025-07-01,Tempe,AZ,Phoenix,"5th Generation ADS, Version 10",Minor W/O Hospitalization
30270-11302,Waymo LLC,True,2025-07-01,nan,nan,,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11295,Waymo LLC,True,2025-06-01,Los Angeles,CA,Los Angeles,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11291,Waymo LLC,True,2025-06-01,Austin,TX,Austin,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11220,Waymo LLC,True,2025-06-01,Scottsdale,AZ,Phoenix,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11214,Waymo LLC,True,2025-06-01,Guadalupe,AZ,Phoenix,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11213,Waymo LLC,True,2025-06-01,San Francisco,CA,San Francisco,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11163,Waymo LLC,True,2025-06-01,San Francisco,CA,San Francisco,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11420,Waymo LLC,True,2025-07-01,San Francisco,CA,San Francisco,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
