report_id,operator,engaged,incident_month,municipality,state,metro,version,severity
30270-13407,Waymo LLC,True,2025-12-01,Los Angeles,CA,Los Angeles,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-13384,Waymo LLC,True,2025-12-01,South San Francisco,CA,San Francisco,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-13371,Waymo LLC,True,2025-12-01,Los Angeles,CA,Los Angeles,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-13372,Waymo LLC,True,2025-12-01,Phoenix,AZ,Phoenix,"5th Generation ADS, Version 10",Minor W/ Hospitalization
30270-13370,Waymo LLC,True,2025-12-01,Los Angeles,CA,Los Angeles,"5th Generation ADS, Version 10",Minor W/O Hospitalization
30270-13369,Waymo LLC,True,2025-12-01,Los Angeles,CA,Los Angeles,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-13378,Waymo LLC,True,2025-12-01,Palo Alto,CA,San Francisco,"5th Generation ADS, Version 10",Minor W/ Hospitalization
30270-13364,Waymo LLC,True,2025-12-01,Austin,TX,Austin,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-13363,Waymo LLC,True,2025-12-01,Phoenix,AZ,Phoenix,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-13365,Waymo LLC,True,2025-12-01,San Francisco,CA,San Francisco,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-13654,Waymo LLC,True,2026-01-01,San Francisco,CA,San Francisco,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-13770,Waymo LLC,True,2026-01-01,Beverly Hills,CA,Los Angeles,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-13769,Waymo LLC,True,2026-01-01,Austin,TX,Austin,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-13765,Waymo LLC,True,2026-01-01,Los Angeles,CA,Los Angeles,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-13778,Waymo LLC,True,2026-01-01,Phoenix,AZ,Phoenix,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-13763,Waymo LLC,True,2026-01-01,Austin,TX,Austin,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-13762,Waymo LLC,True,2026-01-01,Los Angeles,CA,Los Angeles,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-13656,Waymo LLC,True,2026-01-01,Los Angeles,CA,Los Angeles,"5th Generation ADS, Version 10",Minor W/O Hospitalization
30270-13636,Waymo LLC,True,2026-01-01,Austin,TX,Austin,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-13652,Waymo LLC,True,2026-01-01,Nashville,TN,,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-13650,Waymo LLC,True,2026-01-01,Los Angeles,CA,Los Angeles,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-13607,Waymo LLC,True,2026-01-01,San Francisco,CA,San Francisco,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-13663,Waymo LLC,True,2026-01-01,Del Valle,TX,Austin,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-13653,Waymo LLC,True,2026-01-01,Phoenix,AZ,Phoenix,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-13639,Waymo LLC,True,2026-01-01,Phoenix,AZ,Phoenix,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-13641,Waymo LLC,True,2026-01-01,San Francisco,CA,San Francisco,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-13638,Waymo LLC,True,2026-01-01,Austin,TX,Austin,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-13611,Waymo LLC,True,2026-01-01,San Francisco,CA,San Francisco,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-13610,Waymo LLC,True,2026-01-01,Austin,TX,Austin,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-13605,Waymo LLC,True,2026-01-01,Los Angeles,CA,Los Angeles,"5th Generation ADS, Version 10",Minor W/ Hospitalization
30270-13604,Waymo LLC,True,2026-01-01,Los Angeles,CA,Los Angeles,"5th Generation ADS, Version 10",Minor W/O Hospitalization
30270-13810,Waymo LLC,True,2026-01-01,Sunnyvale,CA,San Francisco,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-13809,Waymo LLC,True,2026-01-01,Los Angeles,CA,Los Angeles,"5th Generation ADS, Version 10",Minor W/O Hospitalization
30270-13948,Waymo LLC,True,2026-01-01,Los Angeles,CA,Los Angeles,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-13914,Waymo LLC,True,2026-01-01,Sunnyvale,CA,San Francisco,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-13905,Waymo LLC,True,2026-01-01,Los Angeles,CA,Los Angeles,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-13903,Waymo LLC,True,2026-01-01,Phoenix,AZ,Phoenix,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-13881,Waymo LLC,True,2026-01-01,Houston,TX,,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-13877,Waymo LLC,True,2026-01-01,Phoenix,AZ,Phoenix,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-13860,Waymo LLC,True,2026-01-01,San Francisco,CA,San Francisco,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-13852,Waymo LLC,True,2026-01-01,San Francisco,CA,San Francisco,"5th Generation ADS, Version 10",Minor W/O Hospitalization
30270-13846,Waymo LLC,True,2026-01-01,Scottsdale,AZ,Phoenix,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-13850,Waymo LLC,True,2026-01-01,Santa Monica,CA,Los Angeles,"5th Generation ADS, Version 10",Minor W/O Hospitalization
30270-13845,Waymo LLC,True,2026-01-01,San Francisco,CA,San Francisco,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-13844,Waymo LLC,True,2026-01-01,Phoenix,AZ,Phoenix,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-13843,Waymo LLC,True,2026-01-01,Tempe,AZ,Phoenix,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-13817,Waymo LLC,True,2026-01-01,Tempe,AZ,Phoenix,"5th Generation ADS, Version 10",Unknown
30270-13785,Waymo LLC,True,2026-01-01,Los Angeles,CA,Los Angeles,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-13764,Waymo LLC,True,2026-01-01,San Francisco,CA,San Francisco,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-13799,Waymo LLC,True,2026-01-01,San Francisco,CA,San Francisco,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-13807,Waymo LLC,True,2026-01-01,San Francisco,CA,San Francisco,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-13786,Waymo LLC,True,2026-01-01,Phoenix,AZ,Phoenix,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-13511,Waymo LLC,True,2025-12-01,Los Angeles,CA,Los Angeles,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11146,Waymo LLC,True,2025-06-01,Austin,TX,Austin,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-13557,Waymo LLC,True,2025-12-01,Atlanta,GA,,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-13445,Waymo LLC,True,2025-12-01,Palo Alto,CA,San Francisco,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-13279,Waymo LLC,True,2025-12-01,Phoenix,AZ,Phoenix,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-13321,Waymo LLC,True,2025-12-01,San Francisco,CA,San Francisco,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-13322,Waymo LLC,True,2025-12-01,Los Angeles,CA,Los Angeles,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-13323,Waymo LLC,True,2025-12-01,Austin,TX,Austin,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-13309,Waymo LLC,True,2025-12-01,Austin,TX,Austin,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-13327,Waymo LLC,True,2025-12-01,Phoenix,AZ,Phoenix,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-13361,Waymo LLC,True,2025-12-01,Los Angeles,CA,Los Angeles,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-13331,Waymo LLC,True,2025-12-01,San Francisco,CA,San Francisco,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-13416,Waymo LLC,True,2025-12-01,San Francisco,CA,San Francisco,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-13308,Waymo LLC,True,2025-12-01,Atlanta,GA,,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-13403,Waymo LLC,True,2025-12-01,Tempe,AZ,Phoenix,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-13405,Waymo LLC,True,2025-12-01,San Francisco,CA,San Francisco,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-13408,Waymo LLC,True,2025-12-01,Tempe,AZ,Phoenix,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-13409,Waymo LLC,True,2025-12-01,Chandler,AZ,Phoenix,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-13395,Waymo LLC,True,2025-12-01,Beverly Hills,CA,Los Angeles,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-13454,Waymo LLC,True,2025-12-01,San Francisco,CA,San Francisco,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-13340,Waymo LLC,True,2025-12-01,San Francisco,CA,San Francisco,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-13307,Waymo LLC,True,2025-12-01,Phoenix,AZ,Phoenix,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-13489,Waymo LLC,True,2025-12-01,Scottsdale,AZ,Phoenix,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-13379,Waymo LLC,True,2025-12-01,Washington,DC,,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-13401,Waymo LLC,True,2025-12-01,San Francisco,CA,San Francisco,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-13400,Waymo LLC,True,2025-12-01,Los Angeles,CA,Los Angeles,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-13549,Waymo LLC,True,2025-12-01,Los Angeles,CA,Los Angeles,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-13554,Waymo LLC,True,2025-12-01,South San Francisco,CA,San Francisco,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-13564,Waymo LLC,True,2025-12-01,San Francisco,CA,San Francisco,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-13548,Waymo LLC,True,2025-12-01,Phoenix,AZ,Phoenix,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-13515,Waymo LLC,True,2025-12-01,Austin,TX,Austin,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-13510,Waymo LLC,True,2025-12-01,San Francisco,CA,San Francisco,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-13453,Waymo LLC,True,2025-12-01,Palo Alto,CA,San Francisco,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-13451,Waymo LLC,True,2025-12-01,San Francisco,CA,San Francisco,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-13450,Waymo LLC,True,2025-12-01,San Francisco,CA,San Francisco,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-13471,Waymo LLC,True,2025-12-01,Miami,FL,,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-13420,Waymo LLC,True,2025-12-01,Palo Alto,CA,San Francisco,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-13410,Waymo LLC,True,2025-12-01,Atlanta,GA,,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-13448,Waymo LLC,True,2025-12-01,Los Angeles,CA,Los Angeles,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-14096,Waymo LLC,True,2026-02-01,Austin,TX,Austin,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11791,Waymo LLC,True,2025-09-01,Los Angeles,CA,Los Angeles,"5th Generation ADS, Version 10",Minor W/O Hospitalization
30270-11849,Waymo LLC,True,2025-10-01,Los Angeles,CA,Los Angeles,"5th Generation ADS, Version 10",Unknown
30270-11488,Waymo LLC,True,2025-08-01,San Francisco,CA,San Francisco,"5th Generation ADS, Version 10",Minor W/O Hospitalization
30270-11327,Waymo LLC,True,2025-07-01,Los Angeles,CA,Los Angeles,"5th Generation ADS, Version 10",Minor W/O Hospitalization
