city,arterial_share,intersection_density,signalized_fraction,weather_rain_fraction,weather_fog_fraction,operating_hours_night_share
San Francisco,-1.086947351739976,1.2527687312826958,0.9683652183211952,0.8284199921400427,1.8534061896456464,-1.3808619268474853
Phoenix,1.182293610664534,-1.0207745217859003,-0.7697261991783847,-1.2182646943235926,-1.1738239201089093,1.1967470032678202
Los Angeles,0.24790027320385408,-0.37119073519487294,0.09931950957140476,-0.8771505799129867,-0.30890103160760785,-0.09205746178983164
Austin,0.6483545606870018,-0.6959826284903867,-1.2911536244282589,-0.3086270558953103,-0.7413624758582587,-0.09205746178983164
Miami,-0.15255401427929516,-0.046398841899359174,-0.2482987739285114,1.738057630568325,0.12356041264304307,1.1967470032678202
Boston,-1.7543711642118907,1.7399565712259664,1.8374109270709835,0.6010105825329719,0.9884833011443446,-1.3808619268474853
Denver,0.915324085675768,-0.8583785751381435,-0.5959170574284266,-0.7634458751094515,-0.7413624758582587,0.5523447707389934
