tau_c_prior_scale,city,lambda_median,lambda_q025,lambda_q975,worst_rhat
0.3,Boston,1.4477980866039122,0.20220296849341263,9.726323419726835,1.0026795864105225
0.3,Denver,1.1542208121706978,0.34912631510407527,3.5905308733934933,1.0026795864105225
0.3,Miami,0.8852220535923931,0.05911419646685782,14.447589180712946,1.0026795864105225
0.5,Boston,1.163060383872073,0.1354698255090844,7.732838265781204,1.0013970136642456
0.5,Denver,0.9596376564898652,0.19412001406144844,3.936384996304591,1.0013970136642456
0.5,Miami,0.6839803311498726,0.044666876151004384,10.799518807290719,1.0013970136642456
1.0,Boston,0.9088549042746707,0.06766330547433547,10.749776334742057,1.0016002655029297
1.0,Denver,0.7825788399103507,0.08811713711614312,6.476775255935485,1.0016002655029297
1.0,Miami,0.5846808028586952,0.02392854895414479,14.68085546444304,1.0016002655029297
