city,claims,miles,own_rate,Z_buhlmann_straub,lambda_hat
San Francisco,254,36.37,6.983777838878197,0.39402338314300445,6.142106463781774
Phoenix,134,46.62,2.8957528957528957,0.45458903863028216,4.3678578174820855
Los Angeles,186,25.72,7.231726283048212,0.3149869880802982,6.110429376517507
Austin,74,7.29,10.150891632373114,0.1153040109913296,6.1201600450632485
