city,primary_neighbor,max_similarity,lambda_median,lambda_mean,lambda_q025,lambda_q500,lambda_q975
Miami,San Francisco,0.7976835119201791,0.6803376667124796,1.7705869769174027,0.04487687280511925,0.6803376667124796,11.345420253994616
Boston,San Francisco,0.868140812506153,1.1758706197457256,1.9806336080751759,0.14260119366284235,1.1758706197457256,8.27587368785067
Denver,Austin,0.7598087585871306,0.9809199443990917,1.2536668328399407,0.2032950071069816,0.9809199443990917,3.9346986870484235
