city,version,exposure_million_miles,claims,own_freq,credibility_Z
Austin,"5th Generation ADS, Version 10",5.832,71,12.174211248285323,0.9480750877055707
Austin,"5th Generation ADS, Version 9",1.458,3,2.05761316872428,0.43550320177136054
Los Angeles,"5th Generation ADS, Version 10",18.37142857142857,184,10.015552099533437,0.9793037818186164
Los Angeles,"5th Generation ADS, Version 9",3.674285714285714,1,0.2721617418351478,0.20455824878762124
Los Angeles,"6th Generation ADS, Version 10",3.674285714285714,1,0.2721617418351478,0.20455824878762124
Phoenix,"5th Generation ADS, Version 10",37.296,134,3.592878592878593,0.9717990929913701
Phoenix,"5th Generation ADS, Version 9",9.324,1,0.10725010725010725,0.20455824878762124
San Francisco,"5th Generation ADS, Version 10",36.37,254,6.983777838878197,0.9849214607993095
