city,first_million_observed_claims,prior_lambda_mean,prior_lambda_q025,prior_lambda_q500,prior_lambda_q975,posterior_lambda_mean,posterior_q025,posterior_q500,posterior_q975,ess
Miami,0,1.7705869769174027,0.04487687280511925,0.6803376667124796,11.345420253994616,0.4566682717293168,0.02784022246971648,0.30439610134772616,1.8197216053058223,2091.211889168455
Miami,1,1.7705869769174027,0.04487687280511925,0.6803376667124796,11.345420253994616,0.9754891690927436,0.10914939213098654,0.7526950142061598,3.0520993229593847,2320.31002042038
Miami,3,1.7705869769174027,0.04487687280511925,0.6803376667124796,11.345420253994616,2.394875469751703,0.5280596652842374,2.1297971125639665,5.94853992409979,1165.2921877743595
Boston,0,1.9806336080751759,0.14260119366284235,1.1758706197457256,8.27587368785067,0.7215690290318899,0.08819127244806733,0.5539040397794509,2.266583427328348,1866.680732699034
Boston,1,1.9806336080751759,0.14260119366284235,1.1758706197457256,8.27587368785067,1.206153942051771,0.2135342077879051,0.992190635506017,3.360125924677525,2475.8140660339977
Boston,3,1.9806336080751759,0.14260119366284235,1.1758706197457256,8.27587368785067,2.454039477086356,0.6439715885094315,2.186879954353121,5.762624068623752,1700.8060958541262
Denver,0,1.2536668328399407,0.2032950071069816,0.9809199443990917,3.9346986870484235,0.7656285522897232,0.16003298259799908,0.6460963141581042,2.033563804406225,2255.3339204608274
Denver,1,1.2536668328399407,0.2032950071069816,0.9809199443990917,3.9346986870484235,1.0930823222973043,0.26675928246213226,0.957113341174629,2.7333645950275702,2792.9560595524845
Denver,3,1.2536668328399407,0.2032950071069816,0.9809199443990917,3.9346986870484235,1.9194770851115994,0.5842835135015699,1.7576580756553433,4.4087235206481665,1690.970656864268
